Rank,Method,WSADE,ADEv,ADEp,ADEb,WSFDE,FDEv,FDEp,FDEb
700,grip_rs,1.2895,2.2027,0.7594,1.8568,2.4098,3.982,1.4559,3.4953
701,ssddq0117,1.2896,2.2405,0.7552,1.834,2.4073,4.0235,1.4563,3.4451
702,GAIDUI2,1.2897,2.2051,0.7684,1.8318,2.417,3.9508,1.4892,3.4685
703,gatxing-onehot+6-0.2-e49,1.2897,2.2507,0.7579,1.8179,2.3996,4.0859,1.4486,3.3737
704,MODEL_15(4),1.2899,2.2765,0.7301,1.8687,2.4237,4.1419,1.3993,3.5622
705,GRIP-0M,1.2899,2.2368,0.7519,1.8474,2.4007,4.0075,1.4418,3.4679
706,gatxing-onehot+6-Dp-e62,1.2899,2.2347,0.7715,1.7979,2.3908,4.0392,1.4621,3.3408
707,grip++3_40,1.29,2.1841,0.7958,1.7802,2.4021,3.9368,1.5325,3.2995
708,gripgatxing-xy6-e79,1.2901,2.2611,0.7504,1.8304,2.4031,4.1042,1.429,3.4248
709,Own_25,1.2902,2.228,0.7479,1.8673,2.4167,4.0254,1.4321,3.5499
710,9_299,1.2902,2.2288,0.7669,1.8164,2.4191,4.044,1.4893,3.3932
711,31_240,1.2902,2.2651,0.7318,1.8761,2.3818,4.0303,1.3876,3.5042
712,grip50,1.2902,2.1813,0.7798,1.8257,2.3935,3.9252,1.4885,3.387
713,ssddq3,1.2903,2.2523,0.7506,1.8388,2.4235,4.091,1.4463,3.484
714,Model3,1.2904,2.2223,0.7515,1.8638,2.4019,3.9912,1.4427,3.4857
715,soh90,1.2904,2.25,0.746,1.8532,2.4047,4.0491,1.4208,3.5035
716,grip-ngcn,1.2905,2.2253,0.7448,1.8793,2.4152,3.998,1.4327,3.5663
717,GRIP++,1.2906,2.2337,0.7479,1.8641,2.4014,4.0077,1.4271,3.5098
718,gatxing-onehot+6-0.2-e99,1.2906,2.2683,0.7532,1.8187,2.3997,4.1104,1.4431,3.3665
719,gatxing-xy6-noD-2lay-e49,1.2906,2.2336,0.7625,1.8257,2.394,4.0192,1.4559,3.3896
720,1gatxing-xy6-Dp-2lay-e32,1.2906,2.2359,0.7716,1.7993,2.3998,4.0444,1.4693,3.358
721,test_method1,1.2907,2.2371,0.7549,1.8431,2.4072,4.0353,1.4376,3.4833
722,test_ck,1.2907,2.2632,0.7314,1.8812,2.4045,4.0878,1.3894,3.5503
723,TypeLNew100,1.2907,2.2305,0.7467,1.8705,2.4155,4.0514,1.4335,3.5173
724,ssddqre0116,1.2908,2.2365,0.7535,1.8476,2.4183,4.0423,1.4518,3.49
725,ssddqre0125,1.2909,2.2391,0.7532,1.8465,2.4221,4.0534,1.4514,3.498
726,gatxing-onehot9-2lay-e32,1.2909,2.268,0.7468,1.8369,2.3962,4.119,1.4169,3.4119
727,ssddqre0110,1.2912,2.2492,0.7497,1.8479,2.4215,4.0747,1.4409,3.5039
728,29_250,1.2915,2.177,0.7896,1.8098,2.3986,3.9233,1.5138,3.3451
729,23_286,1.2915,2.1652,0.7859,1.8301,2.4128,3.8712,1.5098,3.4677
730,ssddqf3f2,1.2915,2.2182,0.7511,1.8738,2.4093,3.9984,1.4356,3.5319
731,MODEL_90,1.2916,2.2265,0.7393,1.8977,2.4293,4.0344,1.4238,3.6208
732,8_295,1.2917,2.2386,0.761,1.8299,2.4278,4.0787,1.4612,3.4754
733,8_298,1.2917,2.2386,0.761,1.8299,2.4278,4.0787,1.4612,3.4754
734,GRIPTest1,1.2917,2.2896,0.7278,1.8712,2.3933,4.0944,1.3816,3.5141
735,GRIP_+++,1.2917,2.2896,0.7278,1.8712,2.3933,4.0944,1.3816,3.5141
736,xriver007_test_20tt,1.2917,2.2296,0.7414,1.8898,2.4164,4.0198,1.4258,3.5702
737,MODEL_55(3),1.2918,2.2298,0.7497,1.8682,2.4647,4.0856,1.4514,3.6624
738,gatxing-xy6-noD-2lay-e79,1.2918,2.2826,0.7485,1.8234,2.4022,4.1531,1.4248,3.3873
739,gripgatxing-seq3,1.2919,2.2585,0.7386,1.8718,2.4118,4.0544,1.4145,3.5477
740,GAIDUI,1.292,2.1935,0.7869,1.8043,2.4166,3.8969,1.5347,3.396
741,soh105,1.2922,2.2331,0.7439,1.8823,2.3998,4.0129,1.4184,3.5207
742,vi_model_m4_3_e19,1.2923,2.2809,0.7509,1.821,2.3995,4.106,1.4231,3.4222
743,grip_test_16,1.2923,2.2454,0.7484,1.8597,2.408,4.0303,1.4301,3.5111
744,1gatxing-xy6-noD-1lay-e49,1.2923,2.253,0.7601,1.822,2.416,4.1165,1.4624,3.3841
745,Model_m1_2_e10,1.2924,2.3066,0.7286,1.8566,2.4169,4.1895,1.3891,3.5151
746,vi_iu_grip_int_trans_99,1.2925,2.3275,0.7336,1.8249,2.4211,4.301,1.3941,3.4196
747,ssddqf3f20111,1.2925,2.2297,0.751,1.868,2.4218,4.0458,1.433,3.5522
748,VI rand3,1.2928,2.2474,0.764,1.8193,2.4327,4.0971,1.489,3.4075
749,GAIDUI2500,1.2928,2.2104,0.7831,1.8023,2.4175,3.9554,1.5182,3.3901
750,Vi_model_5_e11,1.2929,2.2758,0.7461,1.8411,2.4102,4.0921,1.4329,3.4576
751,revision1_0m,1.293,2.2529,0.7475,1.8584,2.4121,4.0534,1.4311,3.5064
752,TP-GAT-0-27,1.2931,2.256,0.7394,1.8777,2.4163,4.0549,1.4264,3.5364
753,ssddqf3f2161,1.2931,2.2076,0.762,1.862,2.4207,3.9811,1.4596,3.536
754,30_270,1.2932,2.2552,0.7385,1.881,2.3788,4.0265,1.4038,3.4515
755,ff20,1.2933,2.2222,0.7523,1.8753,2.4382,4.0453,1.4621,3.5505
756,mid27,1.2934,2.2848,0.7359,1.8618,2.4123,4.1105,1.4201,3.4844
757,vi_model_m1_3_e22,1.2936,2.2307,0.771,1.8194,2.3944,3.9863,1.4708,3.3823
758,gatxing-onehot+6-0.2-e62,1.2936,2.2709,0.7644,1.8001,2.4036,4.0987,1.4654,3.3361
759,mid33,1.2937,2.2857,0.7358,1.8625,2.413,4.1128,1.4197,3.4865
760,grip_orig_test_16,1.2939,2.2526,0.7494,1.8578,2.4069,4.0581,1.4183,3.5121
761,yuandui500,1.2939,2.2707,0.7463,1.8494,2.4091,4.0729,1.4212,3.5012
762,GRIPPPP,1.294,2.249,0.7448,1.8739,2.409,4.0403,1.4249,3.5206
763,gatxing-hot+6-5head-e62,1.294,2.2697,0.7631,1.8066,2.4033,4.0954,1.4616,3.3476
764,gatxing-onehot9-2lay-e16,1.2941,2.3059,0.7436,1.8254,2.3988,4.1782,1.4095,3.3894
765,1gatxing-xy6-noD-1lay-e32,1.2941,2.2556,0.7607,1.8262,2.4019,4.0713,1.4505,3.3923
766,ssddqf3f2259,1.2942,2.2193,0.766,1.8457,2.42,4.0084,1.4647,3.4945
767,DGGCNNN,1.2943,2.2153,0.794,1.7761,2.4253,4.009,1.5406,3.3179
768,gripgatxing-onehot9-e32,1.2943,2.2749,0.759,1.8139,2.3978,4.121,1.4399,3.3566
769,YUAN500,1.2944,2.2681,0.7364,1.8803,2.4106,4.0691,1.3957,3.5786
770,test_c,1.2944,2.1939,0.7727,1.852,2.4065,3.9363,1.4725,3.4783
771,9_266,1.2945,2.2652,0.7387,1.8772,2.4546,4.1257,1.4521,3.5786
772,gripdw17,1.2945,2.2515,0.7458,1.8709,2.4071,4.0198,1.4314,3.5133
773,gripgatxing-xy6-e32,1.2945,2.2826,0.7538,1.8215,2.411,4.1323,1.4354,3.4181
774,9_185,1.2946,2.2438,0.7655,1.8264,2.4268,4.0882,1.4856,3.3976
775,gripGAT_xing,1.2946,2.2856,0.7501,1.8291,2.4162,4.1185,1.4295,3.47
776,gripgatxing-xy6-noD-e79,1.2946,2.2851,0.7417,1.852,2.411,4.1518,1.4158,3.4522
777,8_290,1.2947,2.1938,0.7837,1.8246,2.4254,3.9815,1.5009,3.448
778,gatxing-xy6-noD-2lay-e32,1.2947,2.2567,0.7647,1.8175,2.4047,4.0796,1.4552,3.3851
779,goh18,1.2949,2.2605,0.7563,1.8372,2.4148,4.0648,1.4579,3.4374
780,ff45,1.2949,2.2263,0.7461,1.8948,2.4316,4.0347,1.4389,3.5912
781,gripgatxing-nw,1.2949,2.1985,0.7814,1.827,2.4266,3.9487,1.5154,3.445
782,TestVersion,1.2951,2.2591,0.7464,1.8652,2.4126,4.0728,1.414,3.5359
783,ssddq136,1.2952,2.2542,0.7613,1.8309,2.4277,4.0799,1.4631,3.4688
784,TypeLCon60,1.2952,2.2726,0.7315,1.8928,2.4131,4.1075,1.3929,3.5624
785,xriver007_t16,1.2952,2.2524,0.7473,1.8695,2.4182,4.0513,1.4379,3.5179
786,xriver007_t20,1.2952,2.2524,0.7473,1.8695,2.4182,4.0513,1.4379,3.5179
787,mid25,1.2952,2.2983,0.7376,1.8533,2.4155,4.1335,1.4258,3.4631
788,ssddq1,1.2956,2.2453,0.7544,1.8592,2.4196,4.0597,1.4356,3.523
789,REVISION1-5M,1.2956,2.2707,0.7527,1.8404,2.4181,4.0776,1.4468,3.4701
790,revisions-5,1.2956,2.2648,0.7529,1.8451,2.4152,4.0553,1.4421,3.4897
791,Kam_5m,1.2957,2.2667,0.7387,1.8814,2.417,4.0803,1.4058,3.5709
792,Vi_model_4_e11,1.2957,2.2708,0.7488,1.8511,2.4187,4.0853,1.4409,3.4813
793,TypeLNewTrainValid24,1.2957,2.2407,0.7564,1.8583,2.4256,4.0554,1.4555,3.5015
794,gripgatxing-seq1-e32,1.2957,2.2166,0.7749,1.8317,2.4374,4.0008,1.5108,3.459
795,own_model(1)_200,1.2958,2.2616,0.7562,1.8404,2.4333,4.1236,1.4601,3.4624
796,my_mc_net_test,1.2961,2.2786,0.7435,1.8597,2.4173,4.1145,1.4236,3.4942
797,mid40,1.2961,2.2995,0.7366,1.859,2.4179,4.1405,1.422,3.4774
798,gripgatxing,1.2961,2.1672,0.7825,1.8583,2.4329,3.9235,1.5094,3.5125
799,own_model_099,1.2962,2.237,0.77,1.8282,2.4217,4.0269,1.4741,3.4606
800,gripgatxing-onehot+6-e32,1.2962,2.2594,0.7587,1.8374,2.4027,4.0734,1.4459,3.4062
801,gate_v1_18,1.2965,2.2481,0.744,1.888,2.4199,4.0436,1.4273,3.5606
802,VI Naive+Social,1.2966,2.3019,0.7513,1.8203,2.4298,4.1933,1.4498,3.4103
803,grip++5_40,1.2967,2.215,0.7648,1.864,2.4183,3.9551,1.4674,3.5282
804,grip++5_50,1.2967,2.215,0.7648,1.864,2.4183,3.9551,1.4674,3.5282
805,grip++5_500,1.2967,2.215,0.7648,1.864,2.4183,3.9551,1.4674,3.5282
806,ssddq0115,1.2968,2.2598,0.7465,1.8721,2.4497,4.1198,1.4354,3.6057
807,gripgatxing-dropout-e49,1.2969,2.3032,0.7384,1.8546,2.4079,4.1377,1.4054,3.4781
808,gatxing-hot+6-5head-e32,1.2969,2.2865,0.7554,1.8248,2.4066,4.1406,1.4358,3.3898
809,Traj_tset,1.297,2.1648,0.7929,1.837,2.4208,3.8783,1.5213,3.467
810,soh300159,1.2972,2.1841,0.7726,1.874,2.4307,3.927,1.5044,3.5126
811,gripgatxing-1gcn,1.2972,2.251,0.7593,1.848,2.4304,4.053,1.4725,3.4805
812,gripgatxing-1head-e32,1.2974,2.309,0.732,1.8685,2.4108,4.1331,1.3867,3.5451
813,VI rand4,1.2975,2.2653,0.7609,1.8323,2.4349,4.1048,1.4851,3.4207
814,gatxing-xy6-noD-2lay-e16,1.2975,2.2697,0.7652,1.817,2.401,4.099,1.4457,3.3757
815,gripgatxing-one9-Dp-e49,1.2977,2.2594,0.7754,1.8006,2.4029,4.064,1.4748,3.3395
816,gripgatxing1,1.2978,2.2812,0.7335,1.8915,2.4196,4.1131,1.3986,3.5718
817,gripgatxing-gat80-e49,1.2978,2.2944,0.738,1.8677,2.4086,4.1006,1.407,3.5108
818,gripgatxing-xy6-noD-e16,1.2978,2.3029,0.7546,1.816,2.4082,4.1566,1.4366,3.3803
819,revision1_15m,1.298,2.2181,0.7801,1.8267,2.4318,4.001,1.514,3.4247
820,gatxing-onehot+6-Dp-e49,1.298,2.2422,0.777,1.8134,2.4118,4.0487,1.48,3.3802
821,soh106,1.2981,2.2625,0.7428,1.8853,2.4186,4.0789,1.4167,3.5504
822,grip111,1.2984,2.2834,0.7512,1.8455,2.4182,4.123,1.4352,3.4601
823,gatxing-hot+6-Dp5head-e49,1.2984,2.2851,0.759,1.8234,2.4194,4.1644,1.4481,3.3936
824,yuanban,1.2985,2.2617,0.75,1.8688,2.4199,4.0582,1.4313,3.537
825,grip_0-1,1.2986,2.2378,0.7558,1.8759,2.4287,4.0106,1.4511,3.5679
826,gripgatxing-xy6-e56,1.2986,2.3103,0.7543,1.8139,2.4243,4.2223,1.4349,3.3982
827,hsta_cona,1.2987,2.2284,0.7811,1.818,2.4354,4.027,1.5125,3.4218
828,Scene_fusion,1.2988,2.234,0.7617,1.8648,2.387,3.9683,1.4527,3.4125
829,ff26,1.2989,2.1891,0.7577,1.9165,2.4613,3.9873,1.4804,3.6599
830,VI rand2,1.299,2.2875,0.7532,1.8393,2.433,4.1566,1.4553,3.4438
831,23_253,1.299,2.2011,0.7908,1.8185,2.4155,3.9493,1.4994,3.4365
832,23_247,1.299,2.2011,0.7908,1.8185,2.4155,3.9493,1.4994,3.4365
833,1gatxing-xy6-noD-1lay-e16,1.299,2.2694,0.7656,1.823,2.4203,4.1244,1.4551,3.4157
834,own_model(1)_300,1.2991,2.2466,0.7694,1.8342,2.4459,4.0763,1.4909,3.4815
835,gate_v1_20,1.2993,2.2014,0.7574,1.9078,2.4267,3.9381,1.4562,3.6111
836,GRL-2,1.2996,2.2626,0.7426,1.8926,2.4361,4.0675,1.4302,3.6051
837,soh58,1.2996,2.2783,0.7499,1.8592,2.4201,4.108,1.4385,3.4733
838,gripgatxing-one9noD-e79,1.2996,2.2505,0.7789,1.8081,2.4108,4.0805,1.477,3.3546
839,gripgatxing-one9-Dp-e79,1.2996,2.2505,0.7789,1.8081,2.4108,4.0805,1.477,3.3546
840,iu bl grip 0,1.2997,2.2365,0.7524,1.8908,2.4216,4.0107,1.441,3.5623
841,my_mc_net_test(G),1.2997,2.2621,0.75,1.874,2.4236,4.0718,1.4244,3.5597
842,gripgatxing-onehot9-e79,1.2998,2.2716,0.7667,1.8218,2.428,4.153,1.4712,3.3823
843,23_227,1.2999,2.183,0.8033,1.8061,2.4323,3.91,1.5336,3.4582
844,23_234,1.2999,2.183,0.8033,1.8061,2.4323,3.91,1.5336,3.4582
845,own_model(1)_0100,1.3,2.2485,0.7545,1.876,2.436,4.052,1.4529,3.5588
846,yuandui,1.3002,2.2707,0.7409,1.8923,2.4312,4.0954,1.4121,3.6048
847,xriver007_my10load,1.3004,2.2549,0.7503,1.8828,2.4416,4.0814,1.446,3.5758
848,GRIP-0,1.3004,2.2363,0.7601,1.8738,2.4337,4.0162,1.4622,3.5561
849,gripgatxing-xy6-noD-e32,1.3004,2.2961,0.7509,1.844,2.4114,4.1205,1.4289,3.4478
850,GRIPRE0018,1.3005,2.2926,0.7482,1.8545,2.4281,4.1085,1.4401,3.505
851,23_256,1.3006,2.1739,0.808,1.8053,2.4247,3.8729,1.5523,3.408
852,gripgatxing-one9-Dp-e62,1.3006,2.2396,0.7736,1.8363,2.4127,4.0391,1.4734,3.4105
853,gripgatxing-1head-e79,1.3007,2.2917,0.7311,1.9014,2.4256,4.1047,1.3975,3.6095
854,Jean,1.3012,2.2968,0.7504,1.8481,2.4197,4.1785,1.4268,3.4386
855,mid30,1.3012,2.308,0.7388,1.8686,2.4323,4.1642,1.4281,3.5054
856,conv32,1.3012,2.2667,0.7546,1.8644,2.435,4.1045,1.4585,3.4919
857,gripgatxing-xy6-e62,1.3012,2.2367,0.7781,1.83,2.4306,4.0564,1.4913,3.4288
858,32_292,1.3013,2.2186,0.7552,1.907,2.4126,3.9947,1.412,3.6121
859,soh300189,1.3013,2.1651,0.7944,1.8523,2.453,3.9114,1.5492,3.5097
860,gripgatxing-gat-e49,1.3014,2.283,0.7359,1.9001,2.4165,4.0682,1.4052,3.5812
861,soh70,1.3015,2.2843,0.7527,1.855,2.4233,4.1079,1.4405,3.4828
862,soh300116,1.3015,2.2147,0.7651,1.8855,2.4331,3.9899,1.4705,3.5556
863,rlennh0104,1.3015,2.1899,0.7667,1.904,2.417,3.9292,1.4551,3.578
864,GRIP++CFHJ,1.3015,2.277,0.7546,1.8566,2.4093,4.0654,1.4313,3.482
865,Model2,1.3016,2.2825,0.7373,1.8977,2.4285,4.119,1.4067,3.5855
866,test_grip_16,1.3016,2.2322,0.7659,1.8677,2.4274,3.9967,1.472,3.5194
867,2222,1.3016,2.2295,0.7742,1.8487,2.442,4.0031,1.5006,3.5048
868,1gatxing-hot+6-2lay-e16,1.3017,2.2997,0.7525,1.8422,2.4208,4.1857,1.4288,3.4314
869,ORIGIN50,1.3018,2.2868,0.7394,1.8891,2.4266,4.1091,1.4073,3.5844
870,own_100(2),1.3019,2.2761,0.746,1.8819,2.4479,4.1251,1.4307,3.6048
871,GRIP+++,1.302,2.2466,0.763,1.8645,2.4421,4.0475,1.4808,3.5171
872,grip_0,1.302,2.2539,0.7582,1.8705,2.4368,4.0518,1.4619,3.5389
873,gripgatxing-gat-e32,1.302,2.2839,0.7415,1.8871,2.4088,4.0677,1.408,3.5391
874,ssddq111,1.3023,2.28,0.7428,1.8886,2.4494,4.1489,1.4201,3.6179
875,29_282,1.3024,2.2145,0.7977,1.8038,2.4261,4.0034,1.5279,3.3603
876,29_280,1.3024,2.2145,0.7977,1.8038,2.4261,4.0034,1.5279,3.3603
877,30_261,1.3024,2.2386,0.7457,1.9192,2.387,3.9715,1.4137,3.5124
878,30_246,1.3024,2.2386,0.7457,1.9192,2.387,3.9715,1.4137,3.5124
879,gripgatxing-1head-e49,1.3025,2.31,0.7379,1.8753,2.4182,4.1495,1.3928,3.5477
880,own_model_199,1.3027,2.2213,0.7853,1.8317,2.4419,4.006,1.5115,3.4727
881,gatxing-onehot+6-Dp-e32,1.3028,2.2719,0.7699,1.8269,2.4185,4.1043,1.4633,3.4041
882,ssddqre0115,1.3029,2.2767,0.7432,1.8932,2.4632,4.1665,1.432,3.6334
883,3333,1.3029,2.2108,0.7857,1.841,2.4298,3.9591,1.5007,3.4892
884,gripgatxing-one9-Dp-e32,1.3031,2.2738,0.7758,1.811,2.4172,4.1083,1.4713,3.3738
885,gripgatxing-onehot+6-e49,1.3032,2.2461,0.7699,1.8521,2.4177,4.0366,1.4656,3.4562
886,soh110,1.3033,2.2474,0.7551,1.8905,2.4402,4.0571,1.4478,3.5867
887,ssddqre0109,1.3034,2.2768,0.752,1.8721,2.438,4.1174,1.442,3.5373
888,Expt64,1.3034,2.0415,0.8267,1.889,2.4201,3.6307,1.5937,3.4983
889,gr_t16,1.3035,2.2643,0.7551,1.8759,2.4454,4.0866,1.4545,3.5656
890,REV1500,1.3036,2.2304,0.7798,1.842,2.4441,4.0036,1.5129,3.4814
891,Scene_sum,1.3037,2.2282,0.776,1.8543,2.4049,3.9735,1.4865,3.4
892,soh300150,1.3037,2.2202,0.7716,1.8735,2.4458,4.0176,1.4885,3.5409
893,soh300279,1.3039,2.2185,0.7728,1.8727,2.4485,4.0257,1.4951,3.5283
894,gripgatxing-gat80-e62,1.304,2.274,0.7466,1.8919,2.4272,4.0567,1.4218,3.5963
895,gatxing-hot+6-Dp5head-e62,1.3041,2.2947,0.762,1.8327,2.4227,4.1639,1.4461,3.4144
896,grip_test_20,1.3045,2.291,0.7462,1.8795,2.4335,4.1352,1.4276,3.5384
897,own_model(1)_250,1.3047,2.2362,0.7789,1.8439,2.4408,4.05,1.5061,3.4423
898,own_model_300,1.3049,2.1874,0.8033,1.8252,2.463,3.9972,1.5728,3.415
899,gripdw20,1.3049,2.2318,0.7657,1.8839,2.4527,4.0061,1.4924,3.5724
900,gatxing-hot+6-Dp5head-e32,1.3053,2.2756,0.7731,1.8261,2.415,4.1082,1.464,3.3831
901,own_model_100,1.3054,2.2795,0.7598,1.8582,2.4496,4.1098,1.4598,3.5497
902,own_200(1),1.3054,2.2804,0.7631,1.8487,2.424,4.0641,1.4653,3.4603
903,tygt,1.3057,2.3258,0.7513,1.84,2.4465,4.1997,1.4565,3.4628
904,Model_m1_2_e24,1.3061,2.2928,0.7644,1.8373,2.4456,4.1405,1.464,3.4926
905,goh33,1.3061,2.249,0.7569,1.8966,2.4699,4.0862,1.4695,3.6378
906,f_n66,1.3062,2.2329,0.7813,1.8476,2.4444,4.055,1.4983,3.4746
907,gripgatxing-gat80-e79,1.3062,2.2777,0.7511,1.8865,2.4229,4.0644,1.4256,3.5597
908,gripgatxing-dropout-e32,1.3062,2.3078,0.7461,1.8725,2.4222,4.124,1.4203,3.5167
909,HatsuneMiku,1.3063,2.1967,0.7919,1.8529,2.4505,3.9538,1.5285,3.5144
910,HatMIKU123,1.3063,2.1967,0.7919,1.8529,2.4505,3.9538,1.5285,3.5144
911,sa12dhau,1.3063,2.1967,0.7919,1.8529,2.4505,3.9538,1.5285,3.5144
912,grip_learning_1,1.3063,2.1967,0.7919,1.8529,2.4505,3.9538,1.5285,3.5144
913,revision1_7-5m,1.3064,2.2562,0.7674,1.8641,2.4445,4.0503,1.4727,3.5467
914,own_200,1.3066,2.2481,0.775,1.8521,2.4709,4.1311,1.493,3.5397
915,Model1,1.3067,2.2732,0.7497,1.8966,2.4497,4.1002,1.4359,3.6222
916,my_mc_net_test2,1.3067,2.2895,0.7486,1.8847,2.4412,4.1599,1.4397,3.519
917,mid41,1.3068,2.3123,0.7415,1.883,2.4478,4.1786,1.4361,3.5416
918,own_model_300(1),1.307,2.191,0.8036,1.8305,2.4627,3.9946,1.5714,3.42
919,Model_2,1.307,2.3119,0.7543,1.8505,2.4325,4.1811,1.4371,3.4672
920,ssddqf3f2128,1.307,2.2394,0.7623,1.8955,2.4478,4.0522,1.4587,3.5969
921,GRIPRE0020,1.3071,2.3043,0.7448,1.8832,2.4514,4.1553,1.4331,3.5872
922,goh17,1.3072,2.2493,0.7698,1.8676,2.442,4.0458,1.4871,3.5015
923,conv44,1.3073,2.2589,0.7673,1.866,2.4452,4.0805,1.4881,3.482
924,GRIPRE0016,1.3074,2.2797,0.7458,1.9043,2.4417,4.0784,1.4234,3.6383
925,gripgatxing-dropout-e79,1.3074,2.319,0.7443,1.8724,2.4264,4.1843,1.4089,3.511
926,O_45,1.3076,2.3055,0.7557,1.8552,2.4468,4.2018,1.449,3.4821
927,vkun2,1.308,2.3242,0.7814,1.7726,2.3499,4.0916,1.4475,3.1457
928,gripgatxing-gat80-e32,1.3081,2.2878,0.7549,1.8759,2.4225,4.0721,1.4388,3.5164
929,30_240,1.3083,2.2906,0.7396,1.9145,2.4156,4.0862,1.4084,3.5521
930,goh22,1.3083,2.2459,0.772,1.87,2.4589,4.0634,1.4996,3.5292
931,MODEL_10(3),1.3086,2.3385,0.7365,1.8808,2.4834,4.3092,1.4215,3.6233
932,gate_v1_50,1.3088,2.2365,0.7586,1.9159,2.4512,4.0345,1.4569,3.633
933,1.357,1.3091,2.203,0.7969,1.8466,2.4553,3.9649,1.5285,3.5262
934,sdsdsdsd,1.3091,2.203,0.7969,1.8466,2.4553,3.9649,1.5285,3.5262
935,sdsaaw,1.3091,2.203,0.7969,1.8466,2.4553,3.9649,1.5285,3.5262
936,ssddqre0135,1.3096,2.2737,0.7724,1.8496,2.4557,4.118,1.4913,3.4868
937,own_model(2)_150,1.3097,2.273,0.7652,1.8696,2.4669,4.163,1.4588,3.5827
938,msformer_frame_conv_nd16,1.3101,2.2861,0.7538,1.8894,2.4634,4.1719,1.4492,3.584
939,SCLstm,1.3104,2.2721,0.7684,1.8651,2.4112,4.0437,1.4691,3.4107
940,hhgh,1.3105,2.1666,0.7995,1.8795,2.4334,3.9423,1.535,3.4303
941,xriver007_my50_6all_load,1.3105,2.3366,0.75,1.8552,2.4494,4.2356,1.4392,3.4889
942,gripgatxing-onehot9-e16,1.3105,2.2656,0.7838,1.8307,2.4323,4.0841,1.4926,3.408
943,vi_model_m4_3_e13,1.3106,2.267,0.7639,1.8826,2.413,4.0417,1.4468,3.4795
944,lanni-20003,1.3107,2.3084,0.7524,1.8755,2.4457,4.1848,1.4406,3.5146
945,1gatxing-xy6-WSxy-2l-e45,1.3107,2.2826,0.7924,1.7937,2.4379,4.1009,1.5308,3.3174
946,1gatxing-xy6-WSxy-2l-e79,1.3107,2.3131,0.7802,1.7982,2.4274,4.1648,1.4982,3.2975
947,gripgatxing-1head-e62,1.3108,2.3295,0.7395,1.8908,2.444,4.1789,1.4137,3.583
948,1gatxing-xy6-Dp-2lay-e16,1.3109,2.3101,0.7663,1.8385,2.436,4.204,1.4476,3.4346
949,O_35,1.311,2.3602,0.7486,1.8399,2.4634,4.339,1.4295,3.4841
950,gatxing-onehot+6-0.2-e16,1.3111,2.3055,0.7737,1.8241,2.4306,4.1632,1.4749,3.3752
951,conv38,1.3112,2.3086,0.7445,1.8985,2.4634,4.1886,1.4445,3.5814
952,Type2Layer50,1.3114,2.3105,0.7481,1.8882,2.4268,4.1389,1.4177,3.5307
953,ssddqre0107,1.3115,2.2425,0.7765,1.8755,2.458,4.0606,1.4965,3.536
954,Vi_model_m1_3_e11,1.3118,2.3036,0.7583,1.8694,2.4357,4.1419,1.4466,3.4922
955,conv_w22,1.3118,2.2836,0.767,1.8647,2.4409,4.1007,1.4861,3.4493
956,bs_sm,1.3118,2.2707,0.7791,1.8445,2.4651,4.142,1.5116,3.4544
957,mid28,1.3119,2.3129,0.7452,1.8958,2.4618,4.1818,1.446,3.576
958,vi_model_m2_3_e14,1.3121,2.3345,0.7514,1.861,2.4396,4.2112,1.4396,3.4656
959,Type2Layer60,1.3121,2.2926,0.7443,1.9178,2.4364,4.1026,1.4178,3.6071
960,f_n_d41,1.3131,2.2735,0.7611,1.8952,2.4638,4.1901,1.4637,3.531
961,vi_model_m3_3_e17,1.3133,2.2336,0.793,1.8485,2.426,3.9862,1.5221,3.3905
962,ssddqre0113,1.3133,2.258,0.782,1.8551,2.4667,4.0841,1.514,3.5082
963,gripgatxing-onehot+6-e16,1.3133,2.2862,0.7765,1.8439,2.4389,4.1217,1.4781,3.4419
964,GRIP++test,1.3135,2.2162,0.7942,1.8619,2.4648,4.0162,1.5329,3.5112
965,own_model_200,1.3135,2.2317,0.7915,1.8551,2.4833,4.0498,1.5447,3.5336
966,ssddqre0111,1.3138,2.301,0.7503,1.9019,2.473,4.1938,1.4426,3.625
967,ssddq140,1.314,2.2429,0.7949,1.8379,2.4489,4.0404,1.5214,3.4472
968,GNN_41,1.3141,2.2541,0.7888,1.8443,2.4855,4.1339,1.5169,3.5407
969,bl95,1.3143,2.2488,0.7609,1.9237,2.4816,4.0947,1.4703,3.6814
970,joint_v2_18,1.3145,2.2642,0.7584,1.9173,2.4587,4.0431,1.4624,3.6451
971,tggr2,1.3145,2.3473,0.7571,1.8451,2.4658,4.2426,1.4681,3.4807
972,DA_RRLSTM_1,1.3146,2.3007,0.7617,1.8757,2.4222,4.1099,1.4527,3.4441
973,Model_m4_1,1.3147,2.3565,0.7445,1.8707,2.4396,4.2415,1.4128,3.5084
974,26_122,1.3147,2.1923,0.7905,1.8987,2.4784,3.9865,1.5121,3.6549
975,mid21,1.315,2.3327,0.7417,1.9011,2.459,4.1977,1.4344,3.5794
976,mid23,1.315,2.3327,0.7417,1.9011,2.459,4.1977,1.4344,3.5794
977,mid36,1.315,2.3279,0.7584,1.8618,2.4657,4.1908,1.4751,3.5092
978,f_n_d25,1.315,2.2801,0.7776,1.8542,2.452,4.1765,1.4832,3.4385
